Local Context,Question,Answer,Perturbation?,Perturbation Target,Perturbation Category,Perturbation Effect
"A: Lovely weather!
B: Yes, it's really warm.
A: I've seen you before, haven't I?
B: Well, you may have. I've been here once or twice, for a walk in this quiet park. Do you live near here?
A: Yes. I live in one of those flats over there. What about you?
B: Oh, I'm staying with a family down near the station.
A: Are you on holiday?
B: Well...er...I'm here to improve my English. I'm from Greece, you see.
A: Your English is very good.
B: Thank you very much.",Does B stay near the station?,Yes,TRUE,Question,Variable Substitution,Flip
"A: Lovely weather!
B: Yes, it's really warm.
A: I've seen you before, haven't I?
B: Well, you may have. I've been here once or twice, for a walk in this quiet park. Do you live near here?
A: Yes. I live in one of those flats over there. What about you?
B: Oh, I'm staying with a family down near the station.
A: Are you on holiday?
B: Well...er...I'm here to improve my English. I'm from Greece, you see.
A: Your English is very good.
B: Thank you very much.",Does A stay near the park?,Yes,TRUE,Question,Variable Substitution,Flip
"A: Lovely weather!
B: Yes, it's slightly warm.
A: I've seen you before, haven't I?
B: Well, you may have. I've been here once or twice, for a walk in this quiet park. Do you live near here?
A: Yes. I live in one of those flats over there. What about you?
B: Oh, I'm staying with a family down near the station.
A: Are you on holiday?
B: Well...er...I'm here to improve my English. I'm from Greece, you see.
A: Your English is very good.
B: Thank you very much.",Does B stay near the park?,No,TRUE,Context,Quantifier Change,Invarianat
"A: Lovely weather!
B: Yes, it's really warm.
A: I've seen you before, have I?
B: Well, you may have. I've been here once or twice, for a walk in this quiet park. Do you live near here?
A: Yes. I live in one of those flats over there. What about you?
B: Oh, I'm staying with a family down near the station.
A: Are you on holiday?
B: Well...er...I'm here to improve my English. I'm from Greece, you see.
A: Your English is very good.
B: Thank you very much.",Does B stay near the park?,No,TRUE,Context,Negation,Invarianat
"A: Lovely weather!
B: Yes, it's really warm.
A: I've seen you before, haven't I?
B: Well, you may have. I've been here once or twice, for a walk in this quiet park. Do you live near here?
A: Yes. I live in one of those flats over there. What about you?
B: Oh, I'm staying with a family down near the station.
A: Are you on holiday?
B: Well...er...I'm here to improve my English. I arrived here in a time machine from the 25th century.
A: Your English is very good.
B: Thank you very much.",Does B stay near the park?,No,TRUE,Context,"Injecting inconsistent 
Data",Invarianat
"A: Madison Square Garden. Can I help you?
B: Yes. Do you have any more tickets for the concert on Friday night?
A: Do you mean the Rock'n'Roll Revival Show? Yes, we still have some $30 tickets left.
B: Great. OK, and is the box office open now?
A: Yes, the box office is open from 10:00 am to 8:00 pm.
B: Oh, by the way, what time does the show start?
A: It starts at 8:00 in the evening.
B: And what time does it end?
A: Well, there are four bands, so it'll probably end at about midnight.
B: Thanks a lot.
A: No problem.",Does B want to buy tickets for a concert on Friday night?,Yes,FALSE ,None,-,-
"A: Madison Square Garden. Can I help you?
B: Yes. Do you have five more tickets for the concert on Friday night?
A: Do you mean the Rock'n'Roll Revival Show? Yes, we still have some $30 tickets left.
B: Great. OK, and is the box office open now?
A: Yes, the box office is open from 10:00 am to 8:00 pm.
B: Oh, by the way, what time does the show start?
A: It starts at 8:00 in the evening.
B: And what time does it end?
A: Well, there are four bands, so it'll probably end at about midnight.
B: Thanks a lot.
A: No problem.",Does B want to buy tickets for a concert on Friday night?,Yes,TRUE,Context,Quantity Change,Invarianat
"A: Madison Square Garden. Can I help you?
B: Yes. Do you have any more tickets for the concert on Friday night?
A: Do you mean the Rock'n'Roll Revival Show? Yes, we still have some $30 tickets left.
B: Great. OK, and is the box office open now?
A: Yes, the box office is open from 10:00 am to 8:00 pm.
B: Oh, by the way, what time does the show start?
A: It starts at 8:00 in the evening.
B: And what time does it end?
A: Well, there are four bands, so it'll probably end at about midnight.
B: Thanks a lot.
A: No problem.",Does B want to buy tickets for a concert on Saturday night?,No,TRUE,Question,Variable Substitution,Flip
"A: Madison Square Garden. Can I help you?
B: Yes. Do you have any more tickets for the concert on Friday night?
A: Do you mean the Rock'n'Roll Revival Show? Yes, we still have some $30 tickets left.
B: Great. OK, and is the box office open now?
A: Yes, the box office is open from 10:00 am to 8:00 pm.
B: Oh, by the way, what time does the show start?
A: It starts at 35:53 in the evening.
B: And what time does it end?
A: Well, there are four bands, so it'll probably end at about midnight.
B: Thanks a lot.
A: No problem.",Does B want to buy tickets for a concert on Friday night?,Yes,TRUE,Context,"Injecting inconsistent 
Data",Invarianat
"A: Mark was born in the year of the Sheep.
B: Mark's Sheep? In which year was he born?
A: Yeah. He was born in nineteen seventy nine. That's why he's so creative.
B: Dale was born in nineteen eighty.
A: Then Dale's a Monkey.
B: Well, he's funny, so that's perfect for him.
A: Haha, you're right.",Is Dale a monkey?,No,FALSE,None,-,-
"A: Mark was born in the year of the Sheep.
B: Mark's Sheep? In which year was he born?
A: Yeah. He was born in nineteen seventy nine. That's why he's so creative.
B: Dale was born in nineteen eighty.
A: Then Dale's a Monkey.
B: Well, he's funny, so that's perfect for him.
A: Haha, you're right.",Is Dale a sheep?,No,TRUE,Question,Variable Substitution,Invarianat
"A: Mark was born in the year of the Sheep.
B: Mark's Sheep? In which year was he born?
A: Yeah. He was born in nineteen seventy nine. That's why he's so creative.
B: Dale was born in nineteen eighty.
A: Then Dale's a Monkey.
B: Well, he's funny, so that's perfect for him.
A: Haha, you're right.",Is Mark a monkey?,No,TRUE,Question,Variablle Substitution ,Invarianat
"A: Mark was born in the year of the Sheep.
B: Mark's Sheep? In which year was he born?
A: Yeah. He was born in nineteen eighty. That's why he's so creative.
B: Dale was born in nineteen seventy nine.
A: Then Dale's a Monkey.
B: Well, he's funny, so that's perfect for him.
A: Haha, you're right.",Is Dale a monkey?,No,TRUE,Context,Variable Swap,Invarianat
"A: Mark was born in the year of the Sheep.
B: Mark's Sheep? In which year was he born?
A: Yeah. He was born in nineteen seventy nine. That's why he's somewhat creative.
B: Dale was born in nineteen eighty.
A: Then Dale's a Monkey.
B: Well, he's funny, so that's perfect for him.
A: Haha, you're right.",Is Dale a monkey?,No,TRUE,Context,Quantifier Change,Invarianat
"A: Mark was born in the year of the Sheep.
B: Mark's Sheep? In which year was he born?
A: Yeah. He was born in nineteen seventy nine. That's why he's so creative.
B: Dale was born in nineteen eighty.
A: Then Dale's a Monkey.
B: Well, he's funny, so that's perfect for him.
A: Haha, you're right.",Is Dale not a monkey?,Yes,TRUE,Question,Negation,Flip
"A: Mary, tomorrow is your mom's fiftieth birthday. Do you know?
B: Of course I do. How shall we celebrate it?
A: First of all a birthday present. What about buying her a beautiful skirt?
B: That's a good idea. It would make her look younger. And a big birthday cake too, with fifty candles.
A: That's right. Shall we have a special dinner?
B: How about a Chinese dinner?
A: Fine. Where should we have it?
B: We can have it at home. I've learned to cook a few dishes from a Chinese friend. I'm sure Mom would like 
them.
A: All right. Are you going to do the shopping as well?
B: Why don't we go together, Dad?
A: OK. When?
B: How about this afternoon?",Did Mary plan to gift jeans and prepare chinese dishes?,No,FALSE,None,-,-
"A: Mary, tomorrow is your mom's fiftieth birthday. Do you know?
B: Of course I do. How shall we celebrate it?
A: First of all a birthday present. What about buying her a beautiful skirt?
B: That's a good idea. It would make her look younger. And a big birthday cake too, with fifty candles.
A: That's right. Shall we have a special dinner?
B: How about a Chinese dinner?
A: Fine. Where should we have it?
B: We can have it at home. I've learned to cook a few dishes from a Chinese friend. I'm sure Mom would like 
them.
A: All right. Are you going to do the shopping as well?
B: Why don't we go together, Dad?
A: OK. When?
B: How about this afternoon?",Did Mary plan to gift jeans and prepare italian dishes?,No,TRUE,Question,Variable Substitution,Invarianat
"A: Mary, tomorrow is your mom's fiftieth birthday. Do you know?
B: Of course I do. How shall we celebrate it?
A: First of all a birthday present. What about buying her a beautiful skirt?
B: That's a good idea. It would make her look younger. And a big birthday cake too, with fifty candles.
A: That's right. Shall we have a special dinner?
B: How about a Chinese dinner?
A: Fine. Where should we have it?
B: We can have it at home. I've learned to cook a few dishes from a Chinese friend. I'm sure Mom would like 
them.
A: All right. Are you going to do the shopping as well?
B: Why don't we go together, Dad?
A: OK. When?
B: How about this afternoon?",Did Mary plan to gift skirt and prepare chinese dishes?,Yes,TRUE,Question,Variable Substitution ,Flip
"A: Mary, tomorrow is your mom's fiftieth birthday. Do you know?
B: Of course I do. How shall we celebrate it?
A: First of all a birthday present. What about buying her a beautiful skirt?
B: That's a good idea. It would make her look younger. And a big birthday cake too, with fifty candles.
A: That's right. Shall we have a special dinner?
B: How about a Chinese dinner?
A: Fine. Where should we have it?
B: We can have it at home. I've learned to cook a lot of dishes from a Chinese friend. I'm sure Mom would like 
them.
A: All right. Are you going to do the shopping as well?
B: Why don't we go together, Dad?
A: OK. When?
B: How about this afternoon?",Did Mary plan to gift jeans and prepare chinese dishes?,No,TRUE,Context,Quantifier Change,Invarianat
